feedback_id,feedback,sentiment,category,location
R01549,the workshop was average bro in Main Gate,neutral,Events,Hostel B
R01551,the workshop was average,neutral,Events,Hostel B
R01553,the workshop was average in A Block,neutral,Events,Main Gate
R01554,the workshop was average asap in C Block,neutral,Events,Hostel A
R01555,event was okay,neutral,Events,C Block
R01560,event arrangements were manageable bro,neutral,Events,Hostel B
R01561,the workshop was average asap in B Block,neutral,Events,ECE Lab
R01564,program was normal in A Block,neutral,Events,Canteen
R01565,the workshop was average in Hostel B,neutral,Events,Hostel A
R01569,event arrangements were manageable in Library,neutral,Events,Main Gate
R01570,program was normal in Main Gate,neutral,Events,Main Gate
R01572,the workshop was average asap,neutral,Events,Library
R01573,the program was normal bro in Library,neutral,Events,Library
R01576,event information was unclear in Campus,negative,Events,Hostel B
R01577,event information was unclear,negative,Events,Canteen
R01578,the program started very late pls fix in Library,negative,Events,Hostel B
R01579,the workshop was badly organized asap in Hostel B,negative,Events,Canteen
R01580,there was not enough seating at the event asap,negative,Events,ECE Lab
R01581,the program started very late,negative,Events,C Block
R01582,there was not enough seating at the event bro,negative,Events,Campus
R01585,the program started very late in Hostel B,negative,Events,ECE Lab
R01586,event arrangements were poor,negative,Events,Canteen
R01587,event information was unclear bro,negative,Events,ECE Lab
R01589,event arrangements were poor bro in A Block,negative,Events,C Block
R01591,there was not enough seating at the event in Main Gate,negative,Events,Library
R01592,there was not enough seating at the event in Central Lab,negative,Events,Campus
R01593,event arrangements were poor in Campus,negative,Events,C Block
R01598,event information was unclear in C Block,negative,Events,B Block
R01600,the workshop was badly organized,negative,Events,Central Lab
R01605,the program started very late bro in B Block,negative,Events,Hostel A
R01607,the program started very late pls fix in B Block,negative,Events,Library
R01608,event arrangements were poor in ECE Lab,negative,Events,Library
R01609,event arrangements were poor pls fix in Campus,negative,Events,Central Lab
R01611,event arrangements were poor in A Block,negative,Events,B Block
R01612,event arrangements were poor pls fix,negative,Events,Hostel A
R01613,program started very late in C Block,negative,Events,Hostel B
R01614,workshop was badly organized,negative,Events,Central Lab
R01615,the workshop was badly organized pls fix,negative,Events,B Block
R01617,there was not enough seating at the event,negative,Events,Central Lab
R01620,event information was unclear in Main Gate,negative,Events,Library
