id,task_type,original_id,text,output
AOC_4007,AOC,1_233_1523_14822,"Kept class interesting! Great sense of humour, personable.","[{'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'Kept class interesting'}
 {'aspect': 'sense of humour', 'category': 'Staff - Personal traits', 'opinion': 'Great'}
 {'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'personable'}]"
AOC_4008,AOC,2_8722_725,Cultural differences were pretty interesting to learn about.,"[{'aspect': 'Cultural differences', 'category': 'Course - Content', 'opinion': 'pretty interesting'}]"
AOC_4009,AOC,2_1231_1013,The material of the course is not tough aside from the theory. Assignments are relatively fair while both exams were pretty difficult especially the proofs. The only way to succeed in this course is to do lots of practice.,"[{'aspect': 'material of the course', 'category': 'Course - Content', 'opinion': 'not tough'}
 {'aspect': 'Assignments', 'category': 'Course - Assessment', 'opinion': 'relatively fair'}
 {'aspect': 'both exams', 'category': 'Course - Assessment', 'opinion': 'pretty difficult'}
 {'aspect': 'especially the proofs', 'category': 'Course - Assessment', 'opinion': 'pretty difficult'}]"
AOC_4010,AOC,2_11857_668,"This course is all about evaluating"" Q"" from Thermo 1 and 2. Conduction and convection made up the majority of the course, while radiation was thrown in at the end. A fair amount of topics were cut based on time. Conduction was mostly 1D with some transient and steady state problems for different shapes. Convection is basically boundary layer theory and figuring out which correlation to use to solve a question. Radiation is a little more abstract. There's a lab that deals with internal flow in a pipe. There were lots of practice problems available, and the exams had similar questions.","[{'aspect': 'Radiation', 'category': 'Course - Content', 'opinion': 'a little more abstract'}
 {'aspect': 'practice problems', 'category': 'Course - Course materials', 'opinion': 'lots of'}]"
AOC_4011,AOC,1_172_2511_19128,"If you take the time to ask her questions, shell answer them for you. She wants you to pass, just makes you work for it.","[{'aspect': 'She', 'category': 'Staff - Attitude', 'opinion': 'wants you to pass'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'makes you work for it'}]"
AOC_4012,AOC,3_182_248_21,Really modern facilities and lots of clubs and societies to get involved with. A very comfortable place to be,"[{'aspect': 'facilities', 'category': 'University - Campus & facilities', 'opinion': 'Really modern'}
 {'aspect': 'clubs and societies', 'category': 'University - Social engagement & activities', 'opinion': 'lots of'}
 {'aspect': 'null', 'category': 'University - Overall', 'opinion': 'A very comfortable place to be'}]"
AOC_4013,AOC,2_13158_1290,Confusing for someone who has never coded in their life,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Confusing'}]"
AOC_4014,AOC,2_14647_160,"This course now provides exemption to CICBV's level 1 and level 2 exams. Your exemption does not expire, and it's the highest exemption level in Canada. This is a huge advantage, you'd be stupid not to take this course. Sure, the textbook / handbook and registration license is a lot of money. But if you did your exam/ studies through CICBV, it would be way more expensive. You save a lot of money from doing it with UW. This is the best course and the worthiest in the entire MAcc program. Also, unlike other courses where you don't really learn much new material, the CBV program is new knowledge and you'd be learning a lot. Valuation is an essential skill in both accounting and finance fields, and the CBV designation( plus its career aspects) is growing every year. By taking this course, you'd also be ready for CFE's valuation competency and really learn how to do a proper CCF / DCF. You're getting 3 designations ' competencies( CPA, CFA, CBV) in 1 course. In undergrad, they never taught how to do a DCF( you just memorize the format from 373's cases). Many times, I wonder why this course can't be introduced earlier because it is actually that useful.","[{'aspect': ""exemption to CICBV's level 1 and level 2 exams"", 'category': 'Course - Content', 'opinion': 'huge advantage'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': ""you'd be stupid not to take""}
 {'aspect': 'textbook / handbook and registration license', 'category': 'Course - Course materials', 'opinion': 'a lot of money'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'best'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'the worthiest'}
 {'aspect': 'CBV program', 'category': 'Course - Content', 'opinion': ""new knowledge and you'd be learning a lot""}
 {'aspect': 'Valuation', 'category': 'Course - Content', 'opinion': 'essential skill'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'actually that useful'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': ""you'd also be ready for CFE's valuation competency""}
 {'aspect': 'this course', 'category': 'Course - Content', 'opinion': 'really learn how to do a proper CCF / DCF'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': ""You're getting 3 designations ' competencies""}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': ""why this course can't be introduced earlier""}]"
AOC_4015,AOC,2_10359_1171,Best course taken. Very useful if you didn't know OOP before and the final project of building Vim was fun and challenging.,"[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Best'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Very useful'}
 {'aspect': 'final project', 'category': 'Course - Learning activity', 'opinion': 'fun and challenging'}]"
AOC_4016,AOC,1_200_1021_3834,"BORING, RUDE, TOO SERIOUS for an 100 level class. His lectures were boring, talked about things I already knew... When I asked him a question, he just kind of brushed me off and I was like okay. I guess I asked you a stupid question. Thanks for the humiliation prof. If you can handle a boringrude professor, y'all should take this class.","[{'aspect': 'His lectures', 'category': 'Staff - Teaching', 'opinion': 'BORING'}
 {'aspect': 'professor', 'category': 'Staff - Attitude', 'opinion': 'RUDE'}
 {'aspect': 'professor', 'category': 'Staff - Attitude', 'opinion': 'TOO SERIOUS'}
 {'aspect': 'His lectures', 'category': 'Staff - Teaching', 'opinion': 'talked about things I already knew'}
 {'aspect': 'His lectures', 'category': 'Staff - Teaching', 'opinion': 'boring'}
 {'aspect': 'professor', 'category': 'Staff - Attitude', 'opinion': 'brushed me off'}
 {'aspect': 'professor', 'category': 'Staff - Attitude', 'opinion': 'Thanks for the humiliation'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'boringrude'}]"
AOC_4017,AOC,1_89_349_884,"Grades are based on 4 essays and biweekly journals. The entire class period is spent listening to her babble about things irrelevent to essays and journals. She critcizes her students ' writing skills , but doesn't offer advice on how to improve nor teaches anything new. However, she is friendly and approachable. Easy if you can write well.","[{'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'Easy if you can write well'}
 {'aspect': 'her', 'category': 'Staff - Teaching', 'opinion': 'babble about things irrelevent to essays and journals'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': ""critcizes her students ' writing skills , but doesn't offer advice on how to improve nor teaches anything new""}
 {'aspect': 'she', 'category': 'Staff - Attitude', 'opinion': 'friendly and approachable'}]"
AOC_4018,AOC,1_132_1032_15573,"Extremely easy class. Just come to class or make a friend who will go... He gives out all of the questions on the test , and doesn't change them at all.","[{'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'Extremely easy'}
 {'aspect': 'He', 'category': 'Staff - Teaching', 'opinion': ""gives out all of the questions on the test , and doesn't change them at all""}]"
AOC_4019,AOC,2_13494_521,I took this class under the impression that it would be a fairly qualitative course. This was not the case. There was a ton of stats and other complex math that I had struggled with throughout the term. I'm surprised there are no math pre-requisites.,"[{'aspect': 'stats and other complex math', 'category': 'Course - Content', 'opinion': 'a ton'}
 {'aspect': 'stats and other complex math', 'category': 'Course - Content', 'opinion': 'struggled with'}
 {'aspect': 'there are no math pre-requisites', 'category': 'Course - Content', 'opinion': 'surprised'}]"
AOC_4020,AOC,2_451_864,make sure you do the study guide questions and go to review sessions and you will get a lot of practice questions from upper years,[]
AOC_4021,AOC,2_7751_1012,"As my first advanced math course, I found this much harder than math135/137, but I'm glad I took it. It's pretty unconventional for a first linear algebra course, since we build up from the abstract foundations( instead of memorizing how to multiply matrices etc). 10/10","[{'aspect': 'course', 'category': 'Course - Content', 'opinion': 'build up from the abstract foundations'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'much harder than math135/137'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': ""I'm glad I took it""}
 {'aspect': 'course', 'category': 'Course - Content', 'opinion': 'pretty unconventional'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': '10/10'}]"
AOC_4022,AOC,2_14744_1235,"This is a refreshing course to take after having taken a few upper year electricity and magnetism courses, as we use that knowledge to break down the underlying physics behind optical phenomena. I especially appreciated seeing the formalism behind Fourier Optics, as it looks like a gateway to even more impressive behaviours.","[{'aspect': 'seeing the formalism behind Fourier Optics', 'category': 'Course - Overall', 'opinion': 'refreshing'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'refreshing'}
 {'aspect': 'seeing the formalism behind Fourier Optics', 'category': 'Course - Content', 'opinion': 'especially appreciated'}
 {'aspect': 'seeing the formalism behind Fourier Optics', 'category': 'Course - Content', 'opinion': 'gateway to even more impressive behaviours'}]"
AOC_4023,AOC,1_153_1986_3230,I LIKE HIS LECTURES BUT HE GIVES SO MUCH HOMEWORK. YOU SHOULD TAKE THIS CLASS IF YOU ARE A NATIVE SPEAKER AND CAN WRITE IN SPANISH.,"[{'aspect': 'HIS LECTURES', 'category': 'Staff - Teaching', 'opinion': 'LIKE'}
 {'aspect': 'HOMEWORK', 'category': 'Course - Workload', 'opinion': 'SO MUCH'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'YOU SHOULD TAKE THIS CLASS IF YOU ARE A NATIVE SPEAKER AND CAN WRITE IN SPANISH'}]"
AOC_4024,AOC,2_12885_335,Course would be good if it was taught by different prof,"[{'aspect': 'Course', 'category': 'Course - Overall', 'opinion': 'would be good'}
 {'aspect': 'prof', 'category': 'Staff - Teaching', 'opinion': 'if it was taught by different'}]"
AOC_4025,AOC,3_123_202_261,The life is interesting and I am glad that I meet many friends here.,"[{'aspect': 'null', 'category': 'University - Social engagement & activities', 'opinion': 'interesting'}
 {'aspect': 'null', 'category': 'University - Social engagement & activities', 'opinion': 'glad that I meet many friends'}]"
AOC_4026,AOC,1_3_874_5652,"homework assignment takes roughly 2 hours every week, 2 quizzes every week, 4 unit exams. Must stay up to date with all assignments or will fall behind. The quizzes are based off the hw. PRINT SCREEN ALL HOMEWORK TO SAVE FOR EXAMS/ FINALS. This helped me tremendously as you can't go back and look at your quiz answers/ homework answers","[{'aspect': 'PRINT SCREEN ALL HOMEWORK TO SAVE', 'category': 'Course - Assessment', 'opinion': 'This helped me tremendously'}]"
AOC_4027,AOC,1_206_1370_14043,"Amazing teacher. I took Psychology my first year and failed with a different teacher but Markowits is awesome. She is always down to help, goes over exactly what is on the test. Her study guide is pretty much the test haha No surprises. Loved her class a lot and hope to be able to take another psychology class with her. And she's hot . : - )","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Amazing'}
 {'aspect': 'Markowits', 'category': 'Staff - Personal traits', 'opinion': 'hot . : - )'}
 {'aspect': 'Markowits', 'category': 'Staff - Overall', 'opinion': 'awesome'}
 {'aspect': 'Markowits', 'category': 'Staff - Helpfulness', 'opinion': 'always down to help'}
 {'aspect': 'Markowits', 'category': 'Staff - Teaching', 'opinion': 'goes over exactly what is on the test'}
 {'aspect': 'Her study guide', 'category': 'Staff - Teaching', 'opinion': 'pretty much the test'}
 {'aspect': 'Markowits', 'category': 'Staff - Teaching', 'opinion': 'No surprises'}
 {'aspect': 'her class', 'category': 'Course - Overall', 'opinion': 'Loved'}
 {'aspect': 'Markowits', 'category': 'Staff - Overall', 'opinion': 'hope to be able to take another psychology class with her'}]"
AOC_4028,AOC,1_239_375_18382,"Cat is a wonderful person. She is honest, understanding, and very helpful. She is a breath of fresh air among staunch college professors.","[{'aspect': 'Cat', 'category': 'Staff - Overall', 'opinion': 'a breath of fresh air'}
 {'aspect': 'Cat', 'category': 'Staff - Personal traits', 'opinion': 'wonderful person'}
 {'aspect': 'Cat', 'category': 'Staff - Personal traits', 'opinion': 'honest'}
 {'aspect': 'Cat', 'category': 'Staff - Attitude', 'opinion': 'understanding'}
 {'aspect': 'Cat', 'category': 'Staff - Helpfulness', 'opinion': 'very helpful'}]"
AOC_4029,AOC,1_186_2611_16069,"do not listen to all the comments here. vicky was a great teacher she is patient and she helps you when you need it, whether it be on the test or on your presentation. she can be strict but she is funny and friendly. you just have to obey her no voice rule. her class was very easy. just take the time to get to know her and you will have fun","[{'aspect': 'vicky', 'category': 'Staff - Overall', 'opinion': 'can be strict'}
 {'aspect': 'vicky', 'category': 'Staff - Overall', 'opinion': 'great teacher'}
 {'aspect': 'vicky', 'category': 'Staff - Attitude', 'opinion': 'patient'}
 {'aspect': 'vicky', 'category': 'Staff - Helpfulness', 'opinion': 'helps you when you need it'}
 {'aspect': 'vicky', 'category': 'Staff - Teaching', 'opinion': 'can be strict'}
 {'aspect': 'vicky', 'category': 'Staff - Personal traits', 'opinion': 'funny'}
 {'aspect': 'vicky', 'category': 'Staff - Attitude', 'opinion': 'friendly'}
 {'aspect': 'her no voice rule', 'category': 'Staff - Teaching', 'opinion': 'you just have to obey'}
 {'aspect': 'her class', 'category': 'Course - Overall', 'opinion': 'you will have fun'}
 {'aspect': 'her class', 'category': 'Course - Difficulty', 'opinion': 'very easy'}]"
AOC_4030,AOC,2_13818_1389,"I always knew this course wasn’t going to be easy, but online courses made it ultra hard and bad. 70 % of my time was dedicated to this course and I still didn’t learn anything!","[{'aspect': 'online courses', 'category': 'Course - Difficulty', 'opinion': 'ultra hard and bad'}
 {'aspect': 'this course', 'category': 'Course - Workload', 'opinion': '70 % of my time was dedicated to'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'I still didn’t learn anything'}]"
AOC_4031,AOC,1_30_187_6153,friggin GENIUS! too bad the automotive dean is such a B *** H cause we lost a great one with him!,"[{'aspect': 'null', 'category': 'Staff - Personal traits', 'opinion': 'friggin GENIUS'}
 {'aspect': 'automotive dean', 'category': 'University - Overall', 'opinion': 'such a B *** H'}
 {'aspect': 'null', 'category': 'Staff - Overall', 'opinion': 'a great one'}]"
AOC_4032,AOC,1_88_938_11963,"ENGG 123 is not really a bad class, but Heidi sucks big time. She only teaches about 1/3 of the time during the semester thank god. Her lectures are useless. Everything she says just enrages me. I swear when she said she was done with her lectures there was at least a hundred silent fist pumps.","[{'aspect': 'ENGG 123', 'category': 'Course - Overall', 'opinion': 'not really a bad class'}
 {'aspect': 'Heidi', 'category': 'Staff - Overall', 'opinion': 'when she said she was done with her lectures there was at least a hundred silent fist pumps'}
 {'aspect': 'Heidi', 'category': 'Staff - Overall', 'opinion': 'sucks big time'}
 {'aspect': 'She only teaches about 1/3 of the time', 'category': 'Staff - Overall', 'opinion': 'thank god'}
 {'aspect': 'Her lectures', 'category': 'Staff - Teaching', 'opinion': 'useless'}
 {'aspect': 'Everything she says', 'category': 'Staff - Overall', 'opinion': 'enrages me'}]"
AOC_4033,AOC,1_54_378_13769,Speech class. Catherine was helpful and supportive as long as you were willing to put in the work. Likes to come up with assignments on the fly to reward people who come to every class. Need the book for tests. She rewards those who show improvement.,"[{'aspect': 'Catherine', 'category': 'Staff - Teaching', 'opinion': 'Likes to come up with assignments on the fly'}
 {'aspect': 'Catherine', 'category': 'Staff - Helpfulness', 'opinion': 'helpful'}
 {'aspect': 'Catherine', 'category': 'Staff - Attitude', 'opinion': 'supportive'}
 {'aspect': 'book', 'category': 'Course - Course materials', 'opinion': 'Need'}
 {'aspect': 'Catherine', 'category': 'Staff - Teaching', 'opinion': 'rewards those who show improvement'}]"
AOC_4034,AOC,2_8989_57,"A nice coverage of some interesting algorithms. Not much implementation, and the proof requirements are reasonable.","[{'aspect': 'coverage', 'category': 'Course - Content', 'opinion': 'nice'}
 {'aspect': 'algorithms', 'category': 'Course - Content', 'opinion': 'interesting'}
 {'aspect': 'implementation', 'category': 'Course - Content', 'opinion': 'Not much'}
 {'aspect': 'proof requirements', 'category': 'Course - Assessment', 'opinion': 'reasonable'}]"
AOC_4035,AOC,1_90_636_11490,BEST PROFESSOR EVER!!!! Can get an easy A! I guarantee you!!! You will definitely enjoy the class and at the same time learn from him!!! Everyday I look forward to go to the class!! TRUST ME PEOPLE!! He's the best for ESL 33A,"[{'aspect': 'PROFESSOR', 'category': 'Staff - Overall', 'opinion': 'BEST'}
 {'aspect': 'PROFESSOR', 'category': 'Staff - Overall', 'opinion': 'the best for ESL 33A'}
 {'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'Can get an easy A'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'You will definitely enjoy'}
 {'aspect': 'PROFESSOR', 'category': 'Course - Overall', 'opinion': 'learn from him'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'Everyday I look forward to go to'}]"
AOC_4036,AOC,1_89_2537_16867,"Professor Newburg is very interesting and funny. He explains clearly what he expects from students and he iss avaible when needed. I enjoyed going to his class and I cracked a smile every class. He is symphatheic and I reccommend him as a teacher, he aims to help students become a better writer","[{'aspect': 'Professor Newburg', 'category': 'Staff - Teaching', 'opinion': 'aims to help students become a better writer'}
 {'aspect': 'Professor Newburg', 'category': 'Staff - Teaching', 'opinion': 'very interesting'}
 {'aspect': 'Professor Newburg', 'category': 'Staff - Personal traits', 'opinion': 'funny'}
 {'aspect': 'Professor Newburg', 'category': 'Staff - Teaching', 'opinion': 'explains clearly what he expects from students'}
 {'aspect': 'Professor Newburg', 'category': 'Staff - Helpfulness', 'opinion': 'iss avaible when needed'}
 {'aspect': 'his class', 'category': 'Course - Overall', 'opinion': 'I enjoyed going to'}
 {'aspect': 'his class', 'category': 'Course - Overall', 'opinion': 'cracked a smile every class'}
 {'aspect': 'Professor Newburg', 'category': 'Staff - Attitude', 'opinion': 'symphatheic'}
 {'aspect': 'Professor Newburg', 'category': 'Staff - Overall', 'opinion': 'I reccommend him as a teacher'}]"
AOC_4037,AOC,2_382_864,"Just read the textbook and slides, actual lectures seems to be pretty useless","[{'aspect': 'lectures', 'category': 'Course - Learning activity', 'opinion': 'seems to be pretty useless'}]"
AOC_4038,AOC,1_149_568_12328,This is by far my favorite class and teacher at Lindsey! Gogan IS da man !!! I learned alot and didn't mind doing all the work b/ c he doesn't just stand up there and talk all the time. You actually get to do something !,"[{'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'my favorite'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'You actually get to do something !'}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'my favorite'}
 {'aspect': 'Gogan', 'category': 'Staff - Overall', 'opinion': 'IS da man !!!'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': ""I learned alot and didn't mind doing all the work""}
 {'aspect': 'he', 'category': 'Staff - Teaching', 'opinion': ""doesn't just stand up there and talk all the time""}]"
AOC_4039,AOC,1_206_1758_11309,"He is a really easy going professor. The material is very dry but he tries to make it bearable. I took the summer session it was one midterm and one final both were essays. He gives the topics before the exam which allows you enough time to decide which essays to do. Overall enjoyed his class, easy compared to other profs at baruch.","[{'aspect': 'professor', 'category': 'Staff - Attitude', 'opinion': 'really easy going'}
 {'aspect': 'material', 'category': 'Course - Content', 'opinion': 'very dry'}
 {'aspect': 'he', 'category': 'Staff - Teaching', 'opinion': 'tries to make it bearable'}
 {'aspect': 'his class', 'category': 'Course - Overall', 'opinion': 'Overall enjoyed'}
 {'aspect': 'his class', 'category': 'Course - Difficulty', 'opinion': 'easy'}]"
AOC_4040,AOC,2_14793_272,Laurier's JDCC Course- 100 % would recommend if you're interested in case competitions.,"[{'aspect': ""Laurier's JDCC Course"", 'category': 'Course - Overall', 'opinion': '100 % would recommend'}]"
AOC_4041,AOC,2_12432_921,"I could like the problems taught in this course and the methods used to solve them if they were taught in an interesting way. Beware Fraser, he uses the same slides he did in 1996, no joke in fact there may have even been an earlier date on a few documents.","[{'aspect': 'problems', 'category': 'Course - Content', 'opinion': 'could like'}
 {'aspect': 'methods', 'category': 'Course - Content', 'opinion': 'could like'}
 {'aspect': 'Fraser', 'category': 'Staff - Overall', 'opinion': 'Beware'}
 {'aspect': 'Fraser', 'category': 'Staff - Teaching', 'opinion': 'uses the same slides he did in 1996'}]"
AOC_4042,AOC,2_12915_696,One of my all-time favourite courses in undergrad.,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'One of my all-time favourite courses'}]"
AOC_4043,AOC,2_12790_754,"David is a nice guy, however, his teaching style isn't the best. Tests end up having many incorrect questions and answers, but other than that it was not that bad.","[{'aspect': 'David', 'category': 'Staff - Overall', 'opinion': 'not that bad'}
 {'aspect': 'David', 'category': 'Staff - Attitude', 'opinion': 'nice guy'}
 {'aspect': 'his teaching style', 'category': 'Staff - Teaching', 'opinion': ""isn't the best""}
 {'aspect': 'Tests', 'category': 'Course - Assessment', 'opinion': 'many incorrect questions and answers'}]"
AOC_4044,AOC,1_88_1016_11343,"Very smart guy, but this can cause him to go off on tangents during lectures. The textbook is your best friend. Does not assign homework, but does give"" suggested problems"" that are not turned in for points. Only take him if you are interested in an in-depth understanding of Material Science, not for an easy A.","[{'aspect': 'him', 'category': 'Staff - Personal traits', 'opinion': 'Very smart guy'}
 {'aspect': 'him', 'category': 'Staff - Overall', 'opinion': 'Only take him if you are interested in an in-depth understanding of Material Science'}
 {'aspect': 'him', 'category': 'Staff - Teaching', 'opinion': 'go off on tangents during lectures'}
 {'aspect': 'textbook', 'category': 'Course - Course materials', 'opinion': 'your best friend'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'not for an easy A'}]"
AOC_4045,AOC,2_634_164,Go to office hours and the tutorial centre if you have trouble. The weekly quizzes helped for memorization of the material,"[{'aspect': 'weekly quizzes', 'category': 'Course - Assessment', 'opinion': 'helped for memorization of the material'}]"
AOC_4046,AOC,2_1715_1170,assignments are long and hard,"[{'aspect': 'assignments', 'category': 'Course - Assessment', 'opinion': 'long and hard'}]"
AOC_4047,AOC,2_11319_1431,"Taught by Professor Hunt. Very fun , interesting, and easy course!","[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'fun , interesting'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'easy'}]"
AOC_4048,AOC,1_200_1871_15628,He is a good professor. Lectures are great. Gives homework for points. Tests come straight from the multiple-choice questions at the back of the chapters. DO NOT SCREW UP ON HOMEWORK!,"[{'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'good'}
 {'aspect': 'Lectures', 'category': 'Course - Learning activity', 'opinion': 'great'}]"
AOC_4049,AOC,2_4003_292,"The Digital Logic+ Computer Design mishmash course that seems to have come out of ECE and then punched a couple of times to be more friendly to us CSers. Easy means you just do a lot of diagram drawing, table filling, and adding/ subtracting. If you like the hardware side of things, this course is really interesting.","[{'aspect': 'course', 'category': 'Course - Content', 'opinion': 'mishmash'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'Easy'}
 {'aspect': 'course', 'category': 'Course - Content', 'opinion': 'more friendly to us CSers'}
 {'aspect': 'this course', 'category': 'Course - Content', 'opinion': 'really interesting'}]"
AOC_4050,AOC,2_8854_943,"Useful for various grad school programs but incredibly boring, detailed, and with a lot to memorize.","[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Useful'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'incredibly boring'}
 {'aspect': 'null', 'category': 'Course - Content', 'opinion': 'detailed'}
 {'aspect': 'null', 'category': 'Course - Learning activity', 'opinion': 'a lot to memorize'}]"
AOC_4051,AOC,2_8746_581,Why is this course mandatory,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Why is this course mandatory'}]"
AOC_4052,AOC,1_45_1828_2170,Science major and I found this class EXTREMELY difficult. Will put total blame on students when whole class fails exam. The lectures are fast & poorly explained. You are given 50 min to complete a 30-40 question exam& given hours of hw which won't be returned until weeks after exam. Doesn't know answers to own questions. Class beat me down.,"[{'aspect': 'this class', 'category': 'Course - Overall', 'opinion': 'beat me down'}
 {'aspect': 'this class', 'category': 'Course - Difficulty', 'opinion': 'EXTREMELY difficult'}
 {'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'Will put total blame on students when whole class fails exam'}
 {'aspect': 'lectures', 'category': 'Course - Learning activity', 'opinion': 'fast & poorly explained'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': ""Doesn't know answers to own questions""}]"
AOC_4053,AOC,1_54_962_7370,"Odd choice in movie selection, but each movie viewed pertains to material covered in the text; films such as a Horror, Drama, Mise en scene, etc.","[{'aspect': 'movie selection', 'category': 'Course - Course materials', 'opinion': 'Odd choice'}
 {'aspect': 'each movie viewed', 'category': 'Course - Course materials', 'opinion': 'pertains to material covered in the text'}]"
AOC_4054,AOC,1_153_2263_8749,She is an Amazing Professor. She is able to speak 7 different languages fluently. She has an M . D . and on top of that a P . H . D in Arabic. She is very tough when it comes to Homework and Tests. But If you have an interest in learning a new language than take her class.,"[{'aspect': 'Professor', 'category': 'Staff - Overall', 'opinion': 'Amazing'}
 {'aspect': 'Professor', 'category': 'Staff - Teaching', 'opinion': 'very tough'}
 {'aspect': 'Professor', 'category': 'Staff - Personal traits', 'opinion': 'able to speak 7 different languages fluently'}
 {'aspect': 'Professor', 'category': 'Staff - Knowledge & skills', 'opinion': 'has an M . D . and on top of that a P . H . D in Arabic'}
 {'aspect': 'her class', 'category': 'Course - Overall', 'opinion': 'take'}]"
AOC_4055,AOC,2_13566_534,This course was nothing like I thought it would be.. A ton of information is thrown at you with the assumption you are only taking the course because you want to be a personal trainer. The lab was useful in practicing the techniques discussed in lecture but it was expected of you to role-play trainer-client relationships.,"[{'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'nothing like I thought it would be'}
 {'aspect': 'information', 'category': 'Course - Content', 'opinion': 'A ton of'}
 {'aspect': 'information', 'category': 'Course - Content', 'opinion': 'thrown at you'}
 {'aspect': 'lab', 'category': 'Course - Learning activity', 'opinion': 'useful in practicing the techniques discussed in lecture'}]"
AOC_4056,AOC,1_89_1730_16118,I liked him.,"[{'aspect': 'him', 'category': 'Staff - Overall', 'opinion': 'liked'}]"
AOC_4057,AOC,2_12080_87,"Moderately hard until the end, I don't see this material being useful in my life...","[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'Moderately hard'}
 {'aspect': 'null', 'category': 'Course - Content', 'opinion': ""don't see this material being useful""}]"
AOC_4058,AOC,2_10707_1082,Way better than ME 219 overall. You get to see the bigger picture of all the concepts and see how everything is connected. It's also easier than its predecessor as there's no compatibility equations.,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Way better than ME 219'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'You get to see the bigger picture of all the concepts and see how everything is connected'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'easier than its predecessor'}
 {'aspect': 'compatibility equations', 'category': 'Course - Content', 'opinion': 'no'}]"
AOC_4059,AOC,2_2759_232,"Difficult course, even if you're great at physics. Study hard!","[{'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'Difficult'}]"
AOC_4060,AOC,2_7201_494,Study hard for the midterm and make sure you know the terms well. Lots of group work.,"[{'aspect': 'midterm', 'category': 'Course - Assessment', 'opinion': 'Study hard for'}
 {'aspect': 'group work', 'category': 'Course - Learning activity', 'opinion': 'Lots of'}]"
AOC_4061,AOC,3_186_247_7,"Lovely campus, lovely people. Really nice modern feel to it. Huge campus, really green. Course is great. Lecturers really good","[{'aspect': 'campus', 'category': 'University - Campus & facilities', 'opinion': 'Lovely'}
 {'aspect': 'people', 'category': 'University - Culture & diversity', 'opinion': 'lovely'}
 {'aspect': 'campus', 'category': 'University - Campus & facilities', 'opinion': 'Really nice modern feel to it'}
 {'aspect': 'campus', 'category': 'University - Campus & facilities', 'opinion': 'Huge'}
 {'aspect': 'campus', 'category': 'University - Campus & facilities', 'opinion': 'really green'}
 {'aspect': 'Course', 'category': 'University - Programme', 'opinion': 'great'}
 {'aspect': 'Lecturers', 'category': 'Staff - Overall', 'opinion': 'really good'}]"
